"list_name","name","label","prov_id","dist_id","posto_id","com_id","assoc_id"
"assocs","AS040001","Ohaua Omale [Malalo]","","","PA041501","",""
"assocs","AS040002","Mahi Orera [Manla]","","","PA040601","",""
"assocs","AS040003","Ouana ni ohaua [Nhoela sede]","","","PA040601","",""
"assocs","AS040004","Enhumua Osulo [Enhumua]","","","PA040601","",""
"assocs","AS040005","Etxaia wuapua atxo [Muliquela]","","","PA040601","",""
"assocs","AS040008","Macucuni de Muterela [Muterela]","","","PA040601","",""
"assocs","AS040009","Wiwanana Omaliha Mahoho Mmawani [Macocue]","","","PA040601","",""
"assocs","AS040010","Wiwanana Orera [Namanda]","","","PA040601","",""
"assocs","AS040011","Wileva [Tchivitchivi]","","","PA040601","",""
"assocs","AS040012","Omaliha Etala [Mucade]","","","PA040601","",""
"assocs","AS040014","Marelio Anipwanha [Simoco]","","","PA040601","",""
"assocs","AS040016","Ovucula ohawa [Mucoe]","","","PA040601","",""
"assocs","AS040017","Ovaha Womala [Mugudo Sede]","","","PA040601","",""
"assocs","AS040018","Olima Orera [Ligama]","","","PA040601","",""
"assocs","AS040019","Nanipura [Mulumassi]","","","PA040601","",""
"assocs","AS040020","Ela Ela Phuanwo [Namicocoro]","","","PA040601","",""
"assocs","AS040021","Muhiniwoke [Navagane]","","","PA040601","",""
"assocs","AS040022","Okhaviheriua Orera [Meitor Sede]","","","PA040601","",""
